Country,Air Quality Network,Air Quality Network Name,Air Quality Station EoI Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Air Pollutant Description,Data Aggregation Process Id,Data Aggregation Process,Year,Air Pollution Level,Unit Of Air Pollution Level,Data Coverage,Verification,Air Quality Station Type,Air Quality Station Area,Longitude,Latitude,Altitude,City,City Code,City Population,Source Of Data Flow,Calculation Time,Observation Frequency
Italy,NET.IT280A,RETE MONITORAGGIO ARIA REGIONE SARDEGNA,IT2010A,CENPT1,SPO.IT2010A_7_NDIR_2012-01-01_00:00:00,O3,Ozone (air),AOT40f,AOT40 for forest protection,2023,13041.106,ug/m3,98.86,1,Background,Urban,8.4053,40.8314,16.0,Porto Torres,,,E1a/validated data AQ e-Reporting,10/02/2026 22:18:33,hour
Italy,NET.IT280A,RETE MONITORAGGIO ARIA REGIONE SARDEGNA,IT2009A,CENS16,SPO.IT2009A_7_UV-P_2012-01-01_00:00:00,O3,Ozone (air),P1Y-dmax-per95.07,1 year 95.07 percentile daily 8h maximum,2023,89.734,ug/m3,97.81,1,Background,Urban,8.5761,40.7244,275.0,Sassari                                                                         ,IT026C1                                           ,125273.0,E1a/validated data AQ e-Reporting,10/02/2026 23:02:59,hour
Italy,NET.IT280A,RETE MONITORAGGIO ARIA REGIONE SARDEGNA,IT2009A,CENS16,SPO.IT2009A_7_UV-P_2012-01-01_00:00:00,O3,Ozone (air),P1Y-hr-min,1 year hour min,2023,0.0,ug/m3,94.94,1,Background,Urban,8.5761,40.7244,275.0,Sassari                                                                         ,IT026C1                                           ,125273.0,E1a/validated data AQ e-Reporting,10/02/2026 23:03:46,hour
Italy,NET.IT280A,RETE MONITORAGGIO ARIA REGIONE SARDEGNA,IT2040A,CENQU1,SPO.IT2040A_7_UV-P_2011-05-19_00:00:00,O3,Ozone (air),AOT40fmeasured,AOT40 vegetation protection,2023,10200.093,ug/m3,97.31,1,Background,Urban,9.1881,39.2328,8.0,Quartu Sant'Elena,,,E1a/validated data AQ e-Reporting,10/02/2026 22:18:37,hour
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT2072A,BADIA POLESINE,SPO.IT2072A_7_UV-P_2011-01-01_00:00:00,O3,Ozone (air),AOT40cmeasured,AOT40c UNCORRECTED for data capture,2023,30046.0,ug/m3,98.55,1,Background,Rural,11.5533,45.1039,6.0,Badia Polesine,,,E1a/validated data AQ e-Reporting,10/02/2026 22:18:26,hour
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT2071A,ALTA PADOVANA,SPO.IT2071A_7_UV-P_2011-01-01_00:00:00,O3,Ozone (air),P1Y-dmax-per93.15,1 year 93.15 percentile daily 8h maximum,2023,127.125,ug/m3,96.71,1,Background,Rural,11.9022,45.6003,25.0,Santa Giustina in Colle,,,E1a/validated data AQ e-Reporting,10/02/2026 23:02:56,hour
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT2071A,ALTA PADOVANA,SPO.IT2071A_7_UV-P_2011-01-01_00:00:00,O3,Ozone (air),P1Y-dmax-per95.07,1 year 95.07 percentile daily 8h maximum,2023,133.875,ug/m3,96.71,1,Background,Rural,11.9022,45.6003,25.0,Santa Giustina in Colle,,,E1a/validated data AQ e-Reporting,10/02/2026 23:02:59,hour
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT2071A,ALTA PADOVANA,SPO.IT2071A_7_UV-P_2011-01-01_00:00:00,O3,Ozone (air),P3Y-dmaxAbove120,Daymax exceed 120 averaged over 3 consecutive years,2023,53.333,count,100.0,1,Background,Rural,11.9022,45.6003,25.0,Santa Giustina in Colle,,,E1a/validated data AQ e-Reporting,10/02/2026 23:04:58,hour
Italy,NET.IT280A,RETE MONITORAGGIO ARIA REGIONE SARDEGNA,IT2056A,CENCA1,SPO.IT2056A_7_UV-P_2011-10-14_00:00:00,O3,Ozone (air),P1Y-dx-avg,1 year daymax average,2023,54.074,ug/m3,99.45,1,Traffic,Urban,9.115,39.2358,33.0,Cagliari                                                                        ,IT027C1                                           ,151005.0,E1a/validated data AQ e-Reporting,10/02/2026 23:03:08,hour
Italy,NET.IT280A,RETE MONITORAGGIO ARIA REGIONE SARDEGNA,IT2011A,CENSE0,SPO.IT2011A_7_UV-P_2012-01-01_00:00:00,O3,Ozone (air),P1Y-dmaxAbove100,1 year daymax exceed 100,2023,97.0,count,96.71,1,Background,Rural,9.2164,39.8425,736.0,Seulo,,,E1a/validated data AQ e-Reporting,10/02/2026 23:02:48,hour
Italy,NET.IT280A,RETE MONITORAGGIO ARIA REGIONE SARDEGNA,IT2009A,CENS16,SPO.IT2009A_7_UV-P_2012-01-01_00:00:00,O3,Ozone (air),P1Y-day-max,1 year day max,2023,91.028,ug/m3,99.18,1,Background,Urban,8.5761,40.7244,275.0,Sassari                                                                         ,IT026C1                                           ,125273.0,E1a/validated data AQ e-Reporting,10/02/2026 23:01:43,hour
Italy,NET.IT280A,RETE MONITORAGGIO ARIA REGIONE SARDEGNA,IT2011A,CENSE0,SPO.IT2011A_7_UV-P_2012-01-01_00:00:00,O3,Ozone (air),P1Y-hr-max,1 year hour max,2023,163.268,ug/m3,94.04,1,Background,Rural,9.2164,39.8425,736.0,Seulo,,,E1a/validated data AQ e-Reporting,10/02/2026 23:03:19,hour
Italy,NET.IT280A,RETE MONITORAGGIO ARIA REGIONE SARDEGNA,IT2011A,CENSE0,SPO.IT2011A_7_UV-P_2012-01-01_00:00:00,O3,Ozone (air),P1Y-hr-min,1 year hour min,2023,17.103,ug/m3,94.04,1,Background,Rural,9.2164,39.8425,736.0,Seulo,,,E1a/validated data AQ e-Reporting,10/02/2026 23:03:46,hour
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT2243A,VR- Giarol Grande,SPO.IT2243A_7_UV-P_2016-01-01_00:00:00,O3,Ozone (air),P1Y-day-per50,1 year 50 %ile of daily values in a year,2023,55.083,ug/m3,99.18,1,Background,Urban,11.0301,45.433,48.0,Verona                                                                          ,IT012C1                                           ,259087.0,E1a/validated data AQ e-Reporting,10/02/2026 23:02:14,hour
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT2243A,VR- Giarol Grande,SPO.IT2243A_7_UV-P_2016-01-01_00:00:00,O3,Ozone (air),P1Y-dx-avg,1 year daymax average,2023,78.792,ug/m3,98.63,1,Background,Urban,11.0301,45.433,48.0,Verona                                                                          ,IT012C1                                           ,259087.0,E1a/validated data AQ e-Reporting,10/02/2026 23:03:08,hour
Italy,NET.IT280A,RETE MONITORAGGIO ARIA REGIONE SARDEGNA,IT2049A,CENAS9,SPO.IT2049A_7_UV-P_2011-10-05_00:00:00,O3,Ozone (air),AOT40fmeasured,AOT40 vegetation protection,2023,5348.402,ug/m3,99.27,1,Background,Urban,9.0114,39.2864,5.0,Assemini,,,E1a/validated data AQ e-Reporting,10/02/2026 22:18:37,hour
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT0448A,VE - Sacca Fisola,SPO.IT0448A_7_UV-P_1994-01-01_00:00:00,O3,Ozone (air),AOT40cmeasured,AOT40c UNCORRECTED for data capture,2023,23898.0,ug/m3,99.82,1,Background,Urban,12.3139,45.4294,1.0,Venezia,IT011C1,,E1a/validated data AQ e-Reporting,10/02/2026 22:18:26,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT0459A,CHIARAVALLE2,SPO.IT0459A_7_UV-P_1997-09-02_00:00:00,O3,Ozone (air),P1Y-dmax-per99,1 year 99 percentile daily 8h maximum,2023,105.638,ug/m3,99.18,1,Background,Suburban,13.3419,43.5989,15.0,Chiaravalle,,,E1a/validated data AQ e-Reporting,10/02/2026 23:03:04,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT0459A,CHIARAVALLE2,SPO.IT0459A_7_UV-P_1997-09-02_00:00:00,O3,Ozone (air),P1Y-dx-max26,1 year daymax max 26,2023,95.55,ug/m3,99.18,1,Background,Suburban,13.3419,43.5989,15.0,Chiaravalle,,,E1a/validated data AQ e-Reporting,10/02/2026 23:03:15,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT0459A,CHIARAVALLE2,SPO.IT0459A_7_UV-P_1997-09-02_00:00:00,O3,Ozone (air),P1Y-hrsAbove180,1 year hour exceed 180,2023,0.0,count,99.0,1,Background,Suburban,13.3419,43.5989,15.0,Chiaravalle,,,E1a/validated data AQ e-Reporting,10/02/2026 23:04:04,hour
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT0448A,VE - Sacca Fisola,SPO.IT0448A_7_UV-P_1994-01-01_00:00:00,O3,Ozone (air),P1Y-dmax-per99,1 year 99 percentile daily 8h maximum,2023,142.625,ug/m3,100.0,1,Background,Urban,12.3139,45.4294,1.0,Venezia,IT011C1,,E1a/validated data AQ e-Reporting,10/02/2026 23:03:04,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT0459A,CHIARAVALLE2,SPO.IT0459A_7_UV-P_1997-09-02_00:00:00,O3,Ozone (air),P3Y-dmaxAbove120,Daymax exceed 120 averaged over 3 consecutive years,2023,3.667,count,100.0,1,Background,Suburban,13.3419,43.5989,15.0,Chiaravalle,,,E1a/validated data AQ e-Reporting,10/02/2026 23:04:58,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1578A,VIA SCARPELLINI,SPO.IT1578A_7_UV-P_2003-05-05_00:00:00,O3,Ozone (air),P1Y-day-max,1 year day max,2023,97.721,ug/m3,99.45,1,Background,Suburban,12.9189,43.8933,20.0,Pesaro                                                                          ,IT039C1                                           ,95152.0,E1a/validated data AQ e-Reporting,10/02/2026 23:01:43,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1578A,VIA SCARPELLINI,SPO.IT1578A_7_UV-P_2003-05-05_00:00:00,O3,Ozone (air),P1Y-hr-max,1 year hour max,2023,173.9,ug/m3,99.5,1,Background,Suburban,12.9189,43.8933,20.0,Pesaro                                                                          ,IT039C1                                           ,95152.0,E1a/validated data AQ e-Reporting,10/02/2026 23:03:19,hour
Italy,NET.IT280A,RETE MONITORAGGIO ARIA REGIONE SARDEGNA,IT2040A,CENQU1,SPO.IT2040A_7_UV-P_2011-05-19_00:00:00,O3,Ozone (air),P3Y-dmaxAbove120,Daymax exceed 120 averaged over 3 consecutive years,2023,2.0,count,100.0,1,Background,Urban,9.1881,39.2328,8.0,Quartu Sant'Elena,,,E1a/validated data AQ e-Reporting,10/02/2026 23:04:58,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1795A,Macerata COLLEVARIO,SPO.IT1795A_7_UV-P_2006-02-20_00:00:00,O3,Ozone (air),P1Y-dmaxAbove120,1 year daymax exceed 120,2023,19.0,count,98.9,1,Background,Suburban,13.4286,43.285,225.0,Macerata,,,E1a/validated data AQ e-Reporting,10/02/2026 23:02:51,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1795A,Macerata COLLEVARIO,SPO.IT1795A_7_UV-P_2006-02-20_00:00:00,O3,Ozone (air),P1Y-dx-avg,1 year daymax average,2023,86.489,ug/m3,98.9,1,Background,Suburban,13.4286,43.285,225.0,Macerata,,,E1a/validated data AQ e-Reporting,10/02/2026 23:03:08,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1795A,Macerata COLLEVARIO,SPO.IT1795A_7_UV-P_2006-02-20_00:00:00,O3,Ozone (air),P1Y-hr-min,1 year hour min,2023,2.8,ug/m3,99.11,1,Background,Suburban,13.4286,43.285,225.0,Macerata,,,E1a/validated data AQ e-Reporting,10/02/2026 23:03:46,hour
Italy,NET.IT280A,RETE MONITORAGGIO ARIA REGIONE SARDEGNA,IT2059A,CEALG1,SPO.IT2059A_7_UV-P_2012-02-01_00:00:00,O3,Ozone (air),P3Y-dmaxAbove120,Daymax exceed 120 averaged over 3 consecutive years,2023,0.333,count,100.0,1,Background,Urban,8.3247,40.5533,25.0,Alghero,,,E1a/validated data AQ e-Reporting,10/02/2026 23:04:58,hour
Italy,NET.IT280A,RETE MONITORAGGIO ARIA REGIONE SARDEGNA,IT2059A,CEALG1,SPO.IT2059A_7_UV-P_2012-02-01_00:00:00,O3,Ozone (air),AOT40c-P5Y,AOT40 vegetation protection averaged over 5 years,2023,93.883,ug/m3,96.92,1,Background,Urban,8.3247,40.5533,25.0,Alghero,,,E1a/validated data AQ e-Reporting,10/02/2026 22:18:30,hour
Italy,NET.IT280A,RETE MONITORAGGIO ARIA REGIONE SARDEGNA,IT2059A,CEALG1,SPO.IT2059A_7_UV-P_2012-02-01_00:00:00,O3,Ozone (air),P1Y-day-min,1 year day min,2023,5.911,ug/m3,99.18,1,Background,Urban,8.3247,40.5533,25.0,Alghero,,,E1a/validated data AQ e-Reporting,10/02/2026 23:02:04,hour
Italy,NET.IT280A,RETE MONITORAGGIO ARIA REGIONE SARDEGNA,IT2059A,CEALG1,SPO.IT2059A_7_UV-P_2012-02-01_00:00:00,O3,Ozone (air),P3Y,3 subsequent calendar years mean,2023,38.716,ug/m3,94.49,1,Background,Urban,8.3247,40.5533,25.0,Alghero,,,E1a/validated data AQ e-Reporting,10/02/2026 23:04:51,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1795A,Macerata COLLEVARIO,SPO.IT1795A_7_UV-P_2006-02-20_00:00:00,O3,Ozone (air),AOT40cmeasured,AOT40c UNCORRECTED for data capture,2023,19055.8,ug/m3,98.64,1,Background,Suburban,13.4286,43.285,225.0,Macerata,,,E1a/validated data AQ e-Reporting,10/02/2026 22:18:26,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1773A,Genga -Parco Gola della Rossa,SPO.IT1773A_7_UV-P_2006-10-01_00:00:00,O3,Ozone (air),P1Y,Annual mean / 1 calendar year,2023,79.011,ug/m3,99.44,1,Background,Rural,12.9522,43.4681,550.0,Genga,,,E1a/validated data AQ e-Reporting,10/02/2026 23:01:07,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1773A,Genga -Parco Gola della Rossa,SPO.IT1773A_7_UV-P_2006-10-01_00:00:00,O3,Ozone (air),P1Y-dmax-per99,1 year 99 percentile daily 8h maximum,2023,133.088,ug/m3,98.9,1,Background,Rural,12.9522,43.4681,550.0,Genga,,,E1a/validated data AQ e-Reporting,10/02/2026 23:03:04,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1773A,Genga -Parco Gola della Rossa,SPO.IT1773A_7_UV-P_2006-10-01_00:00:00,O3,Ozone (air),P1Y-dx-max26,1 year daymax max 26,2023,121.35,ug/m3,98.9,1,Background,Rural,12.9522,43.4681,550.0,Genga,,,E1a/validated data AQ e-Reporting,10/02/2026 23:03:15,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1773A,Genga -Parco Gola della Rossa,SPO.IT1773A_7_UV-P_2006-10-01_00:00:00,O3,Ozone (air),P1Y-hr-per50,1 year 50 percentile,2023,76.0,ug/m3,99.44,1,Background,Rural,12.9522,43.4681,550.0,Genga,,,E1a/validated data AQ e-Reporting,10/02/2026 23:03:53,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT2061A,URBINO - LOC.PIANSEVERO - Via Neruda,SPO.IT2061A_7_UV-P_2012-03-08_00:00:00,O3,Ozone (air),AOT40cmeasured,AOT40c UNCORRECTED for data capture,2023,8521.1,ug/m3,99.46,1,Background,Suburban,12.6364,43.7306,380.0,Urbino,,,E1a/validated data AQ e-Reporting,10/02/2026 22:18:26,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT2061A,URBINO - LOC.PIANSEVERO - Via Neruda,SPO.IT2061A_7_UV-P_2012-03-08_00:00:00,O3,Ozone (air),AOT40c-P5Y,AOT40 vegetation protection averaged over 5 years,2023,10624.288,ug/m3,97.17,1,Background,Suburban,12.6364,43.7306,380.0,Urbino,,,E1a/validated data AQ e-Reporting,10/02/2026 22:18:30,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1796A,Civitanova IPPODROMO S. MARONE,SPO.IT1796A_7_UV-P_2006-02-20_00:00:00,O3,Ozone (air),P1Y-day-max,1 year day max,2023,106.347,ug/m3,79.45,1,Background,Rural,13.6747,43.3356,110.0,Civitanova Marche,,,E1a/validated data AQ e-Reporting,10/02/2026 23:01:43,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT2061A,URBINO - LOC.PIANSEVERO - Via Neruda,SPO.IT2061A_7_UV-P_2012-03-08_00:00:00,O3,Ozone (air),AOT40fmeasured,AOT40 vegetation protection,2023,17914.7,ug/m3,99.18,1,Background,Suburban,12.6364,43.7306,380.0,Urbino,,,E1a/validated data AQ e-Reporting,10/02/2026 22:18:37,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT2061A,URBINO - LOC.PIANSEVERO - Via Neruda,SPO.IT2061A_7_UV-P_2012-03-08_00:00:00,O3,Ozone (air),P1Y-day-per50,1 year 50 %ile of daily values in a year,2023,67.883,ug/m3,99.73,1,Background,Suburban,12.6364,43.7306,380.0,Urbino,,,E1a/validated data AQ e-Reporting,10/02/2026 23:02:14,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1796A,Civitanova IPPODROMO S. MARONE,SPO.IT1796A_7_UV-P_2006-02-20_00:00:00,O3,Ozone (air),P1Y-hr-min,1 year hour min,2023,2.1,ug/m3,80.68,1,Background,Rural,13.6747,43.3356,110.0,Civitanova Marche,,,E1a/validated data AQ e-Reporting,10/02/2026 23:03:46,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1842A,MONTEMONACO,SPO.IT1842A_7_UV-P_2006-01-01_00:00:00,O3,Ozone (air),P1Y-hrsAbove180,1 year hour exceed 180,2023,0.0,count,94.04,1,Background,Rural,13.3367,42.9006,1000.0,Montemonaco,,,E1a/validated data AQ e-Reporting,10/02/2026 23:04:04,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT2061A,URBINO - LOC.PIANSEVERO - Via Neruda,SPO.IT2061A_7_UV-P_2012-03-08_00:00:00,O3,Ozone (air),P1Y-dmax-per93.15,1 year 93.15 percentile daily 8h maximum,2023,108.588,ug/m3,99.45,1,Background,Suburban,12.6364,43.7306,380.0,Urbino,,,E1a/validated data AQ e-Reporting,10/02/2026 23:02:56,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT2061A,URBINO - LOC.PIANSEVERO - Via Neruda,SPO.IT2061A_7_UV-P_2012-03-08_00:00:00,O3,Ozone (air),P1Y-dmax-per99,1 year 99 percentile daily 8h maximum,2023,121.213,ug/m3,99.45,1,Background,Suburban,12.6364,43.7306,380.0,Urbino,,,E1a/validated data AQ e-Reporting,10/02/2026 23:03:04,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT2061A,URBINO - LOC.PIANSEVERO - Via Neruda,SPO.IT2061A_7_UV-P_2012-03-08_00:00:00,O3,Ozone (air),P1Y-dx-max26,1 year daymax max 26,2023,108.588,ug/m3,99.45,1,Background,Suburban,12.6364,43.7306,380.0,Urbino,,,E1a/validated data AQ e-Reporting,10/02/2026 23:03:15,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1827A,Ancona Cittadella,SPO.IT1827A_7_UV-P_2007-01-01_00:00:00,O3,Ozone (air),P1Y-dmaxAbove120,1 year daymax exceed 120,2023,17.0,count,93.42,1,Background,Urban,13.5086,43.6117,100.0,Ancona                                                                          ,IT017C1                                           ,99077.0,E1a/validated data AQ e-Reporting,10/02/2026 23:02:51,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1843A,MONTICELLI,SPO.IT1843A_7_UV-P_2006-01-01_00:00:00,O3,Ozone (air),P1Y-dx-max26,1 year daymax max 26,2023,120.275,ug/m3,96.71,1,Background,Urban,13.6194,42.8486,150.0,Ascoli Piceno,,,E1a/validated data AQ e-Reporting,10/02/2026 23:03:15,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1843A,MONTICELLI,SPO.IT1843A_7_UV-P_2006-01-01_00:00:00,O3,Ozone (air),P1Y-hrsAbove180,1 year hour exceed 180,2023,0.0,count,97.5,1,Background,Urban,13.6194,42.8486,150.0,Ascoli Piceno,,,E1a/validated data AQ e-Reporting,10/02/2026 23:04:04,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1843A,MONTICELLI,SPO.IT1843A_7_UV-P_2006-01-01_00:00:00,O3,Ozone (air),SOMO10,Sum of Ozone Means Over 10 ppb,2023,24125.892,ug/m3,96.71,1,Background,Urban,13.6194,42.8486,150.0,Ascoli Piceno,,,E1a/validated data AQ e-Reporting,10/02/2026 23:10:41,hour
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT1222A,SAN DONA' DI PIAVE,SPO.IT1222A_7_UV-P_2003-09-18_00:00:00,O3,Ozone (air),AOT40c-P5Y,AOT40 vegetation protection averaged over 5 years,2023,18613.875,ug/m3,99.71,1,Background,Urban,12.5917,45.6303,3.0,San Donà di Piave,,,E1a/validated data AQ e-Reporting,10/02/2026 22:18:30,hour
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT1222A,SAN DONA' DI PIAVE,SPO.IT1222A_7_UV-P_2003-09-18_00:00:00,O3,Ozone (air),P1Y,Annual mean / 1 calendar year,2023,48.698,ug/m3,95.72,1,Background,Urban,12.5917,45.6303,3.0,San Donà di Piave,,,E1a/validated data AQ e-Reporting,10/02/2026 23:01:07,hour
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT1222A,SAN DONA' DI PIAVE,SPO.IT1222A_7_UV-P_2003-09-18_00:00:00,O3,Ozone (air),P1Y-dmaxAbove100,1 year daymax exceed 100,2023,100.0,count,99.73,1,Background,Urban,12.5917,45.6303,3.0,San Donà di Piave,,,E1a/validated data AQ e-Reporting,10/02/2026 23:02:48,hour
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT1222A,SAN DONA' DI PIAVE,SPO.IT1222A_7_UV-P_2003-09-18_00:00:00,O3,Ozone (air),P1Y-P1D-per99,1 year 99 percentile of daily means (P1D) or .../aq/primaryObservation/day,2023,98.652,ug/m3,100.0,1,Background,Urban,12.5917,45.6303,3.0,San Donà di Piave,,,E1a/validated data AQ e-Reporting,10/02/2026 23:04:44,hour
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT1594A,BL - Parco Città di Bologna,SPO.IT1594A_7_UV-P_2004-01-14_00:00:00,O3,Ozone (air),SOMO35,Sum of Ozone Means Over 35 ppb,2023,4120.672,ug/m3,98.36,1,Background,Urban,12.2169,46.1414,401.0,Belluno,,,E1a/validated data AQ e-Reporting,10/02/2026 23:10:44,hour
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT1790A,PIEVE D'ALPAGO,SPO.IT1790A_7_UV-P_2006-05-30_00:00:00,O3,Ozone (air),P1Y-dx-avg,1 year daymax average,2023,79.741,ug/m3,99.73,1,Background,Rural,12.3608,46.1625,615.0,Alpago,,,E1a/validated data AQ e-Reporting,10/02/2026 23:03:08,hour
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT0963A,VE - Parco Bissuola,SPO.IT0963A_7_UV-P_1994-05-16_00:00:00,O3,Ozone (air),P1Y-hrsAbove240,1 year hour exceed 240,2023,0.0,count,95.74,1,Background,Urban,12.2622,45.4992,1.0,Venezia                                                                         ,IT011C1                                           ,258685.0,E1a/validated data AQ e-Reporting,10/02/2026 23:04:12,hour
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT0963A,VE - Parco Bissuola,SPO.IT0963A_7_UV-P_1994-05-16_00:00:00,O3,Ozone (air),P1Y-maxP6M-P8H-dmax,Yearly highest six monthly average of daily maximum 8-hour mean concentration,2023,104.796,ug/m3,100.0,1,Background,Urban,12.2622,45.4992,1.0,Venezia                                                                         ,IT011C1                                           ,258685.0,E1a/validated data AQ e-Reporting,10/02/2026 23:04:26,hour
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT0963A,VE - Parco Bissuola,SPO.IT0963A_7_UV-P_1994-05-16_00:00:00,O3,Ozone (air),P1Y-P1D-per99,1 year 99 percentile of daily means (P1D) or .../aq/primaryObservation/day,2023,99.957,ug/m3,100.0,1,Background,Urban,12.2622,45.4992,1.0,Venezia                                                                         ,IT011C1                                           ,258685.0,E1a/validated data AQ e-Reporting,10/02/2026 23:04:44,hour
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT0963A,VE - Parco Bissuola,SPO.IT0963A_7_UV-P_1994-05-16_00:00:00,O3,Ozone (air),SOMO35,Sum of Ozone Means Over 35 ppb,2023,7017.631,ug/m3,99.73,1,Background,Urban,12.2622,45.4992,1.0,Venezia                                                                         ,IT011C1                                           ,258685.0,E1a/validated data AQ e-Reporting,10/02/2026 23:10:44,hour
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT1065A,BASSANO DEL GRAPPA,SPO.IT1065A_7_UV-P_1996-06-02_00:00:00,O3,Ozone (air),P1Y-dmax-per93.15,1 year 93.15 percentile daily 8h maximum,2023,129.143,ug/m3,96.71,1,Background,Urban,11.7367,45.7608,114.0,Bassano del Grappa,,,E1a/validated data AQ e-Reporting,10/02/2026 23:02:56,hour
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT1065A,BASSANO DEL GRAPPA,SPO.IT1065A_7_UV-P_1996-06-02_00:00:00,O3,Ozone (air),P1Y-hr-min,1 year hour min,2023,2.0,ug/m3,94.63,1,Background,Urban,11.7367,45.7608,114.0,Bassano del Grappa,,,E1a/validated data AQ e-Reporting,10/02/2026 23:03:46,hour
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT1328A,CONEGLIANO,SPO.IT1328A_7_UV-P_2003-07-15_00:00:00,O3,Ozone (air),P1Y-hrsAbove180,1 year hour exceed 180,2023,6.0,count,93.92,1,Background,Urban,12.3081,45.8906,72.0,Conegliano,,,E1a/validated data AQ e-Reporting,10/02/2026 23:04:04,hour
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT1328A,CONEGLIANO,SPO.IT1328A_7_UV-P_2003-07-15_00:00:00,O3,Ozone (air),P1Y-hrsAbove240,1 year hour exceed 240,2023,0.0,count,93.92,1,Background,Urban,12.3081,45.8906,72.0,Conegliano,,,E1a/validated data AQ e-Reporting,10/02/2026 23:04:12,hour
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT1596A,MANSUE',SPO.IT1596A_7_UV-P_2004-06-01_00:00:00,O3,Ozone (air),P1Y-day-per50,1 year 50 %ile of daily values in a year,2023,47.783,ug/m3,96.44,1,Background,Rural,12.5103,45.8369,14.0,Mansuè,,,E1a/validated data AQ e-Reporting,10/02/2026 23:02:14,hour
