Country,Air Quality Network,Air Quality Network Name,Air Quality Station EoI Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Air Pollutant Description,Data Aggregation Process Id,Data Aggregation Process,Year,Air Pollution Level,Unit Of Air Pollution Level,Data Coverage,Verification,Air Quality Station Type,Air Quality Station Area,Longitude,Latitude,Altitude,City,City Code,City Population,Source Of Data Flow,Calculation Time,Observation Frequency
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1361A,VIA MONTEGRAPPA,SPO.IT1361A_6001_BETA_2021-04-21_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-P1D-per95.07,1 year 95.07 percentile of daily means (P1D) or .../aq/primaryObservation/day,2023,36.988,ug/m3,93.97,1,Traffic,Urban,13.0186,43.8397,20.0,Fano,,,E1a/validated data AQ e-Reporting,10/02/2026 23:04:38,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1361A,VIA MONTEGRAPPA,SPO.IT1361A_6001_BETA_2021-04-21_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P3Y,3 subsequent calendar years mean,2023,15.683,ug/m3,30.94,1,Traffic,Urban,13.0186,43.8397,20.0,Fano,,,E1a/validated data AQ e-Reporting,10/02/2026 23:04:51,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1827A,Ancona Cittadella,SPO.IT1827A_6001_BETA_2006-10-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P3Y,3 subsequent calendar years mean,2023,13.785,ug/m3,90.92,1,Background,Urban,13.5086,43.6117,100.0,Ancona                                                                          ,IT017C1                                           ,99077.0,E1a/validated data AQ e-Reporting,10/02/2026 23:04:51,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1795A,Macerata COLLEVARIO,SPO.IT1795A_6001_TEOM_2017-03-10_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-3daysAbove50,3 consecutive days in exceedance of 50,2023,0.0,count,78.08,1,Background,Suburban,13.4286,43.285,225.0,Macerata,,,E1a/validated data AQ e-Reporting,10/02/2026 23:01:17,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1795A,Macerata COLLEVARIO,SPO.IT1795A_6001_TEOM_2017-03-10_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-hr-per50,1 year 50 percentile,2023,8.9,ug/m3,77.12,1,Background,Suburban,13.4286,43.285,225.0,Macerata,,,E1a/validated data AQ e-Reporting,10/02/2026 23:03:53,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1795A,Macerata COLLEVARIO,SPO.IT1795A_6001_TEOM_2017-03-10_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-P1D-per95.07,1 year 95.07 percentile of daily means (P1D) or .../aq/primaryObservation/day,2023,21.779,ug/m3,78.08,1,Background,Suburban,13.4286,43.285,225.0,Macerata,,,E1a/validated data AQ e-Reporting,10/02/2026 23:04:38,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1843A,MONTICELLI,SPO.IT1843A_6001_BETA_2006-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-daysAbove25,1 year day exceed 25,2023,1.0,count,97.26,1,Background,Urban,13.6194,42.8486,150.0,Ascoli Piceno,,,E1a/validated data AQ e-Reporting,10/02/2026 23:02:27,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1894A,RIPATRANSONE,SPO.IT1894A_6001_gravi_2018-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-P1D-per99,1 year 99 percentile of daily means (P1D) or .../aq/primaryObservation/day,2023,16.533,ug/m3,97.81,1,Background,Rural,13.7847,42.9922,412.0,Ripatransone,,,E1a/validated data AQ e-Reporting,10/02/2026 23:04:44,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1894A,RIPATRANSONE,SPO.IT1894A_6001_gravi_2018-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P3Y,3 subsequent calendar years mean,2023,8.136,ug/m3,96.43,1,Background,Rural,13.7847,42.9922,412.0,Ripatransone,,,E1a/validated data AQ e-Reporting,10/02/2026 23:04:51,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1796A,Civitanova IPPODROMO S. MARONE,SPO.IT1796A_6001_TEOM_2006-02-20_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-daysAbove25,1 year day exceed 25,2023,0.0,count,98.63,1,Background,Rural,13.6747,43.3356,110.0,Civitanova Marche,,,E1a/validated data AQ e-Reporting,10/02/2026 23:02:27,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1842A,MONTEMONACO,SPO.IT1842A_6001_BETA_2006-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-P1D-per95.07,1 year 95.07 percentile of daily means (P1D) or .../aq/primaryObservation/day,2023,13.6,ug/m3,93.42,1,Background,Rural,13.3367,42.9006,1000.0,Montemonaco,,,E1a/validated data AQ e-Reporting,10/02/2026 23:04:38,hour
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT0663A,SCHIO,SPO.IT0663A_6001_BETA_2017-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-day-min,1 year day min,2023,2.0,ug/m3,97.81,1,Background,Urban,11.3686,45.7144,190.0,Schio,,,E1a/validated data AQ e-Reporting,10/02/2026 23:02:04,day
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1773A,Genga -Parco Gola della Rossa,SPO.IT1773A_6001_BETA_2006-10-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-P1D-per99,1 year 99 percentile of daily means (P1D) or .../aq/primaryObservation/day,2023,10.225,ug/m3,97.81,1,Background,Rural,12.9522,43.4681,550.0,Genga,,,E1a/validated data AQ e-Reporting,10/02/2026 23:04:44,hour
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT0963A,VE - Parco Bissuola,SPO.IT0963A_6001_gravi_2011-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-3daysAbove50,3 consecutive days in exceedance of 50,2023,19.0,count,96.71,1,Background,Urban,12.2622,45.4992,1.0,Venezia                                                                         ,IT011C1                                           ,258685.0,E1a/validated data AQ e-Reporting,10/02/2026 23:01:17,day
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT0963A,VE - Parco Bissuola,SPO.IT0963A_6001_gravi_2011-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-day-per50,1 year 50 %ile of daily values in a year,2023,16.0,ug/m3,96.71,1,Background,Urban,12.2622,45.4992,1.0,Venezia                                                                         ,IT011C1                                           ,258685.0,E1a/validated data AQ e-Reporting,10/02/2026 23:02:14,day
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT0963A,VE - Parco Bissuola,SPO.IT0963A_6001_gravi_2011-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-P1D-per95.07,1 year 95.07 percentile of daily means (P1D) or .../aq/primaryObservation/day,2023,69.0,ug/m3,96.71,1,Background,Urban,12.2622,45.4992,1.0,Venezia                                                                         ,IT011C1                                           ,258685.0,E1a/validated data AQ e-Reporting,10/02/2026 23:04:38,day
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT0963A,VE - Parco Bissuola,SPO.IT0963A_6001_gravi_2011-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-P1D-per99,1 year 99 percentile of daily means (P1D) or .../aq/primaryObservation/day,2023,86.0,ug/m3,96.71,1,Background,Urban,12.2622,45.4992,1.0,Venezia                                                                         ,IT011C1                                           ,258685.0,E1a/validated data AQ e-Reporting,10/02/2026 23:04:44,day
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT1065A,BASSANO DEL GRAPPA,SPO.IT1065A_6001_BETA_2010-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P3Y,3 subsequent calendar years mean,2023,15.231,ug/m3,96.26,1,Background,Urban,11.7367,45.7608,114.0,Bassano del Grappa,,,E1a/validated data AQ e-Reporting,10/02/2026 23:04:51,day
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT1177A,VI - Quartiere Italia,SPO.IT1177A_6001_BETA_2022-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-day-max,1 year day max,2023,110.0,ug/m3,97.81,1,Background,Urban,11.5397,45.5606,36.0,Vicenza                                                                         ,IT514C1                                           ,109855.0,E1a/validated data AQ e-Reporting,10/02/2026 23:01:43,day
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT1177A,VI - Quartiere Italia,SPO.IT1177A_6001_BETA_2022-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-daysAbove25,1 year day exceed 25,2023,105.0,count,97.81,1,Background,Urban,11.5397,45.5606,36.0,Vicenza                                                                         ,IT514C1                                           ,109855.0,E1a/validated data AQ e-Reporting,10/02/2026 23:02:27,day
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT1177A,VI - Quartiere Italia,SPO.IT1177A_6001_BETA_2022-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P3Y,3 subsequent calendar years mean,2023,22.687,ug/m3,65.39,1,Background,Urban,11.5397,45.5606,36.0,Vicenza                                                                         ,IT514C1                                           ,109855.0,E1a/validated data AQ e-Reporting,10/02/2026 23:04:51,day
Italy,NET.IT283A,SISECAM SRL,IT2325A,Carlino - Bosco Bando,SPO.IT2325A_6001_light-scat_2014-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-3daysAbove50,3 consecutive days in exceedance of 50,2023,2.0,count,94.52,1,Background,Rural,13.1466,45.7956,4.0,Carlino,,,E1a/validated data AQ e-Reporting,10/02/2026 23:01:17,hour
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT1594A,BL - Parco Città di Bologna,SPO.IT1594A_6001_BETA_2023-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-day-max,1 year day max,2023,68.0,ug/m3,96.44,1,Background,Urban,12.2169,46.1414,401.0,Belluno,,,E1a/validated data AQ e-Reporting,10/02/2026 23:01:43,day
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT1871A,ESTE,SPO.IT1871A_6001_BETA_2014-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2023,22.644,ug/m3,96.16,1,Industrial,Suburban,11.6658,45.2267,12.0,Este,,,E1a/validated data AQ e-Reporting,10/02/2026 23:01:07,day
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT1871A,ESTE,SPO.IT1871A_6001_BETA_2014-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-3daysAbove50,3 consecutive days in exceedance of 50,2023,19.0,count,96.16,1,Industrial,Suburban,11.6658,45.2267,12.0,Este,,,E1a/validated data AQ e-Reporting,10/02/2026 23:01:17,day
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT1871A,ESTE,SPO.IT1871A_6001_BETA_2014-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-daysAbove25,1 year day exceed 25,2023,91.0,count,96.16,1,Industrial,Suburban,11.6658,45.2267,12.0,Este,,,E1a/validated data AQ e-Reporting,10/02/2026 23:02:27,day
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT1871A,ESTE,SPO.IT1871A_6001_BETA_2014-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-daysAbove50,1 year day exceed 50,2023,37.0,count,96.16,1,Industrial,Suburban,11.6658,45.2267,12.0,Este,,,E1a/validated data AQ e-Reporting,10/02/2026 23:02:38,day
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT1905A,VI - Ferrovieri,SPO.IT1905A_6001_BETA_2018-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-day-min,1 year day min,2023,4.0,ug/m3,96.44,1,Background,Urban,11.5219,45.5319,33.0,Vicenza                                                                         ,IT514C1                                           ,109855.0,E1a/validated data AQ e-Reporting,10/02/2026 23:02:04,day
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT1905A,VI - Ferrovieri,SPO.IT1905A_6001_BETA_2018-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-P1D-per99,1 year 99 percentile of daily means (P1D) or .../aq/primaryObservation/day,2023,94.0,ug/m3,96.44,1,Background,Urban,11.5219,45.5319,33.0,Vicenza                                                                         ,IT514C1                                           ,109855.0,E1a/validated data AQ e-Reporting,10/02/2026 23:04:44,day
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT2243A,VR- Giarol Grande,SPO.IT2243A_6001_BETA_2016-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P3Y,3 subsequent calendar years mean,2023,19.19,ug/m3,92.79,1,Background,Urban,11.0301,45.433,48.0,Verona                                                                          ,IT012C1                                           ,259087.0,E1a/validated data AQ e-Reporting,10/02/2026 23:04:51,day
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT1905A,VI - Ferrovieri,SPO.IT1905A_6001_BETA_2018-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P3Y,3 subsequent calendar years mean,2023,22.496,ug/m3,96.8,1,Background,Urban,11.5219,45.5319,33.0,Vicenza                                                                         ,IT514C1                                           ,109855.0,E1a/validated data AQ e-Reporting,10/02/2026 23:04:51,day
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT2243A,VR- Giarol Grande,SPO.IT2243A_6001_BETA_2016-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-day-min,1 year day min,2023,2.0,ug/m3,93.7,1,Background,Urban,11.0301,45.433,48.0,Verona                                                                          ,IT012C1                                           ,259087.0,E1a/validated data AQ e-Reporting,10/02/2026 23:02:04,day
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT2243A,VR- Giarol Grande,SPO.IT2243A_6001_BETA_2016-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-daysAbove50,1 year day exceed 50,2023,21.0,count,93.7,1,Background,Urban,11.0301,45.433,48.0,Verona                                                                          ,IT012C1                                           ,259087.0,E1a/validated data AQ e-Reporting,10/02/2026 23:02:38,day
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT2243A,VR- Giarol Grande,SPO.IT2243A_6001_BETA_2016-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-P1D-per99,1 year 99 percentile of daily means (P1D) or .../aq/primaryObservation/day,2023,79.0,ug/m3,93.7,1,Background,Urban,11.0301,45.433,48.0,Verona                                                                          ,IT012C1                                           ,259087.0,E1a/validated data AQ e-Reporting,10/02/2026 23:04:44,day
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT2319A,VE - Rio Novo,SPO.IT2319A_6001_gravi_2018-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-daysAbove50,1 year day exceed 50,2023,25.0,count,96.16,1,Traffic,Urban,12.3231,45.4356,1.0,Venezia                                                                         ,IT011C1                                           ,258685.0,E1a/validated data AQ e-Reporting,10/02/2026 23:02:38,day
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT0461A,FALCONARA SCUOLA,SPO.IT0461A_6001_BETA_2005-11-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-hr-per50,1 year 50 percentile,2023,11.4,ug/m3,93.96,1,Industrial,Suburban,13.3875,43.6333,10.0,Falconara Marittima,,,E1a/validated data AQ e-Reporting,10/02/2026 23:03:53,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT0461A,FALCONARA SCUOLA,SPO.IT0461A_6001_BETA_2005-11-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-P1D-per95.07,1 year 95.07 percentile of daily means (P1D) or .../aq/primaryObservation/day,2023,24.992,ug/m3,96.71,1,Industrial,Suburban,13.3875,43.6333,10.0,Falconara Marittima,,,E1a/validated data AQ e-Reporting,10/02/2026 23:04:38,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1578A,VIA SCARPELLINI,SPO.IT1578A_6001_BETA_2005-04-15_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-hr-max,1 year hour max,2023,127.6,ug/m3,81.04,1,Background,Suburban,12.9189,43.8933,20.0,Pesaro                                                                          ,IT039C1                                           ,95152.0,E1a/validated data AQ e-Reporting,10/02/2026 23:03:19,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1578A,VIA SCARPELLINI,SPO.IT1578A_6001_BETA_2005-04-15_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P3Y,3 subsequent calendar years mean,2023,15.75,ug/m3,87.41,1,Background,Suburban,12.9189,43.8933,20.0,Pesaro                                                                          ,IT039C1                                           ,95152.0,E1a/validated data AQ e-Reporting,10/02/2026 23:04:51,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT0460A,JESI,SPO.IT0460A_6001_BETA_2022-11-18_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-3daysAbove50,3 consecutive days in exceedance of 50,2023,0.0,count,95.62,1,Traffic,Urban,13.245,43.5269,100.0,Jesi,,,E1a/validated data AQ e-Reporting,10/02/2026 23:01:17,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT0460A,JESI,SPO.IT0460A_6001_BETA_2022-11-18_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-day-per50,1 year 50 %ile of daily values in a year,2023,13.679,ug/m3,95.62,1,Traffic,Urban,13.245,43.5269,100.0,Jesi,,,E1a/validated data AQ e-Reporting,10/02/2026 23:02:14,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1796A,Civitanova IPPODROMO S. MARONE,SPO.IT1796A_6001_TEOM_2006-02-20_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-day-max,1 year day max,2023,25.474,ug/m3,98.63,1,Background,Rural,13.6747,43.3356,110.0,Civitanova Marche,,,E1a/validated data AQ e-Reporting,10/02/2026 23:01:43,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT2177A,San Benedetto del Tronto,SPO.IT2177A_6001_BETA_2022-08-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-P1D-per95.07,1 year 95.07 percentile of daily means (P1D) or .../aq/primaryObservation/day,2023,24.2,ug/m3,98.36,1,Traffic,Urban,13.8794,42.9444,7.0,San Benedetto del Tronto,,,E1a/validated data AQ e-Reporting,10/02/2026 23:04:38,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT2177A,San Benedetto del Tronto,SPO.IT2177A_6001_BETA_2022-08-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P3Y,3 subsequent calendar years mean,2023,11.814,ug/m3,32.79,1,Traffic,Urban,13.8794,42.9444,7.0,San Benedetto del Tronto,,,E1a/validated data AQ e-Reporting,10/02/2026 23:04:51,hour
Italy,NET.IT283A,SISECAM SRL,IT2325A,Carlino - Bosco Bando,SPO.IT2325A_6001_light-scat_2014-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-day-per50,1 year 50 %ile of daily values in a year,2023,11.167,ug/m3,94.52,1,Background,Rural,13.1466,45.7956,4.0,Carlino,,,E1a/validated data AQ e-Reporting,10/02/2026 23:02:14,hour
Italy,NET.IT283A,SISECAM SRL,IT2325A,Carlino - Bosco Bando,SPO.IT2325A_6001_light-scat_2014-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-daysAbove25,1 year day exceed 25,2023,57.0,count,94.52,1,Background,Rural,13.1466,45.7956,4.0,Carlino,,,E1a/validated data AQ e-Reporting,10/02/2026 23:02:27,hour
Italy,NET.IT283A,SISECAM SRL,IT2326A,S.Giorgio di Nogaro - via dell'Istria,SPO.IT2326A_6001_light-scat_2014-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-hr-per50,1 year 50 percentile,2023,11.0,ug/m3,97.99,1,Background,Suburban,13.2175,45.8202,7.0,San Giorgio di Nogaro,,,E1a/validated data AQ e-Reporting,10/02/2026 23:03:53,hour
Italy,NET.IT082A,Rete di Rilevamento della Qualit� dell'Aria della Provincia di Milano,IT0480A,SESTO S.GIOVANNI,SPO.IT0480A_6001_BETA_2016-11-04_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-day-max,1 year day max,2023,60.2,ug/m3,91.51,1,Traffic,Urban,9.2364,45.5339,137.0,Milano (greater city)                                                           ,IT002K1                                           ,3622641.0,E1a/validated data AQ e-Reporting,10/02/2026 23:01:43,day
Italy,NET.IT082A,Rete di Rilevamento della Qualit� dell'Aria della Provincia di Milano,IT0480A,SESTO S.GIOVANNI,SPO.IT0480A_6001_BETA_2016-11-04_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P3Y,3 subsequent calendar years mean,2023,18.338,ug/m3,93.79,1,Traffic,Urban,9.2364,45.5339,137.0,Milano (greater city)                                                           ,IT002K1                                           ,3622641.0,E1a/validated data AQ e-Reporting,10/02/2026 23:04:51,day
